codigo pais m49,codigo iso3,pais origen,anio,capitulo,valor dolares cif,valor dolares cif log,continente,region,bloque economico
266,GAB,Gabón,1997,TOTAL,78774.0,4.896382899,África,Resto de África,
270,GMB,Gambia,1997,TOTAL,19109.0,4.28123796,África,Resto de África,
268,GEO,Georgia,1997,TOTAL,97579.0,4.989356363,Asia,Asia Occidental,
288,GHA,Ghana,1997,TOTAL,211963.0,5.326260058,África,Resto de África,
292,GIB,Gibraltar,1997,TOTAL,11315.0,4.053654558,Europa,Europa Meridional,
308,GRD,Granada,1997,TOTAL,33150.0,4.520483533,América,Centroamérica y Caribe,
300,GRC,Grecia,1997,TOTAL,521527.0,5.717276797,Europa,Europa Meridional,OCDE
312,GLP,Guadalupe,1997,TOTAL,139.0,2.1430148,América,Centroamérica y Caribe,
320,GTM,Guatemala,1997,TOTAL,9592017.0,6.98190994,América,Centroamérica y Caribe,
324,GIN,Guinea,1997,TOTAL,51098.0,4.708403902,África,Resto de África,
328,GUY,Guyana,1997,TOTAL,4157135.0,6.618794128,América,Sudamérica,
332,HTI,Haití,1997,TOTAL,2891.0,3.461048092,América,Centroamérica y Caribe,
340,HND,Honduras,1997,TOTAL,2207733.0,6.343946549,América,Centroamérica y Caribe,
344,HKG,Hong Kong,1997,TOTAL,42321602.0,7.626562099,Asia,Asia Oriental,
348,HUN,Hungría,1997,TOTAL,2798925.0,6.446991261,Europa,Europa Oriental,OCDE
356,IND,India,1997,TOTAL,59217130.0,7.772447355,Asia,Asia Meridional,BRICS
360,IDN,Indonesia,1997,TOTAL,32460675.0,7.511357546,Asia,Sudeste Asiático,BRICS
368,IRQ,Iraq,1997,TOTAL,78297.0,4.893745122,Asia,Asia Occidental,
372,IRL,Irlanda,1997,TOTAL,26546729.0,7.424011016,Europa,Europa Occidental,OCDE
364,IRN,Irán (República Islámica del),1997,TOTAL,7996112.0,6.902878869,Asia,Asia Occidental,BRICS
162,CXR,Isla Christmas,1997,TOTAL,15012.0,4.176438556,Oceanía,Oceanía,
352,ISL,Islandia,1997,TOTAL,310600.0,5.492201451,Europa,Europa Septentrional,OCDE
136,CYM,Islas Caimán,1997,TOTAL,74571.0,4.872569967,América,Centroamérica y Caribe,
166,CCK,Islas Cocos (Keeling),1997,TOTAL,990.0,2.995635195,Oceanía,Oceanía,
234,FRO,Islas Feroe,1997,TOTAL,63947.0,4.805820175,Europa,Europa Septentrional,
580,MNP,Islas Marianas Septentrionales,1997,TOTAL,532.0,2.725911632,Oceanía,Oceanía,
90,SLB,Islas Salomón,1997,TOTAL,1094.0,3.039017322,Oceanía,Oceanía,
796,TCA,Islas Turcas y Caicos,1997,TOTAL,28309.0,4.451924528,América,Centroamérica y Caribe,
92,VGB,Islas Vírgenes Británicas,1997,TOTAL,896500.0,5.952550294,América,Centroamérica y Caribe,
850,VIR,Islas Vírgenes de los Estados Unidos,1997,TOTAL,1750.0,3.243038049,América,Centroamérica y Caribe,
876,WLF,Islas Wallis y Futuna,1997,TOTAL,2462.0,3.391288049,Oceanía,Oceanía,
376,ISR,Israel,1997,TOTAL,77884365.0,7.891450283,Asia,Asia Occidental,OCDE
380,ITA,Italia,1997,TOTAL,390847626.0,8.592007478,Europa,Europa Meridional,OCDE
388,JAM,Jamaica,1997,TOTAL,2753026.0,6.439810313,América,Centroamérica y Caribe,
392,JPN,Japón,1997,TOTAL,944600099.0,8.975247987,Asia,Asia Oriental,OCDE
400,JOR,Jordania,1997,TOTAL,85769.0,4.933330347,Asia,Asia Occidental,
398,KAZ,Kazajstán,1997,TOTAL,33071.0,4.519447327,Asia,Asia Central,
404,KEN,Kenya,1997,TOTAL,67965.0,4.832285321,África,Resto de África,
296,KIR,Kiribati,1997,TOTAL,2040.0,3.309630167,Oceanía,Oceanía,
414,KWT,Kuwait,1997,TOTAL,12949.0,4.112236231,Asia,Asia Occidental,
426,LSO,Lesotho,1997,TOTAL,52567.0,4.720713193,África,Resto de África,
428,LVA,Letonia,1997,TOTAL,2116540.0,6.325626481,Europa,Europa Septentrional,OCDE
434,LBY,Libia,1997,TOTAL,394621.0,5.596180193,África,Norte de África,
438,LIE,Liechtenstein,1997,TOTAL,12920.0,4.111262514,Europa,Europa Occidental,
440,LTU,Lituania,1997,TOTAL,1715853.0,6.234480078,Europa,Europa Septentrional,OCDE
442,LUX,Luxemburgo,1997,TOTAL,933491.0,5.970110135,Europa,Europa Occidental,OCDE
422,LBN,Líbano,1997,TOTAL,1942.0,3.288249226,Asia,Asia Occidental,
446,MAC,Macao,1997,TOTAL,31619.0,4.499948131,Asia,Asia Oriental,
450,MDG,Madagascar,1997,TOTAL,398635.0,5.600575427,África,Resto de África,
458,MYS,Malasia,1997,TOTAL,37070468.0,7.569028069,Asia,Sudeste Asiático,
454,MWI,Malawi,1997,TOTAL,45823.0,4.661083519,África,Resto de África,
462,MDV,Maldivas,1997,TOTAL,211.0,2.324282455,Asia,Asia Meridional,
470,MLT,Malta,1997,TOTAL,98179.0,4.992018604,Europa,Europa Meridional,
466,MLI,Malí,1997,TOTAL,7625.0,3.882239848,África,Resto de África,
504,MAR,Marruecos,1997,TOTAL,593579.0,5.773478528,África,Norte de África,
480,MUS,Mauricio,1997,TOTAL,6832.0,3.834547858,África,Resto de África,
583,FSM,Micronesia (Estados Federados de),1997,TOTAL,253.0,2.403120521,Oceanía,Oceanía,
496,MNG,Mongolia,1997,TOTAL,3193.0,3.504198919,Asia,Asia Oriental,
500,MSR,Montserrat,1997,TOTAL,85350.0,4.931203525,América,Centroamérica y Caribe,
104,MMR,Myanmar,1997,TOTAL,47970.0,4.680969718,Asia,Sudeste Asiático,
484,MEX,México,1997,TOTAL,593478534.0,8.773405015,América,América del Norte,OCDE
492,MCO,Mónaco,1997,TOTAL,496184.0,5.695642756,Europa,Europa Occidental,
516,NAM,Namibia,1997,TOTAL,10250.0,4.010723865,África,Resto de África,
520,NRU,Nauru,1997,TOTAL,220.0,2.342422681,Oceanía,Oceanía,
558,NIC,Nicaragua,1997,TOTAL,772772.0,5.888051378,América,Centroamérica y Caribe,
566,NGA,Nigeria,1997,TOTAL,403796.0,5.606162013,África,Resto de África,
578,NOR,Noruega,1997,TOTAL,13716207.0,7.137234031,Europa,Europa Septentrional,OCDE
554,NZL,Nueva Zelanda,1997,TOTAL,18077738.0,7.257144088,Oceanía,Oceanía,OCDE
586,PAK,Pakistán,1997,TOTAL,6413404.0,6.807088598,Asia,Asia Meridional,
591,PAN,Panamá,1997,TOTAL,24348556.0,7.38647321,América,Centroamérica y Caribe,
598,PNG,Papúa Nueva Guinea,1997,TOTAL,56564.0,4.752540114,Oceanía,Oceanía,
600,PRY,Paraguay,1997,TOTAL,705226.0,5.848328315,América,Sudamérica,
528,NLD,Países Bajos,1997,TOTAL,111504236.0,8.047291366,Europa,Europa Occidental,OCDE
604,PER,Perú,1997,TOTAL,158890965.0,8.201099203,América,Sudamérica,Alianza del Pacífico
612,PCN,Pitcairn,1997,TOTAL,1197.0,3.07809415,Oceanía,Oceanía,
258,PYF,Polinesia Francesa,1997,TOTAL,117082.0,5.068490132,Oceanía,Oceanía,
616,POL,Polonia,1997,TOTAL,10000499.0,7.000021671,Europa,Europa Oriental,OCDE
620,PRT,Portugal,1997,TOTAL,17494196.0,7.242893988,Europa,Europa Meridional,OCDE
630,PRI,Puerto Rico,1997,TOTAL,32910791.0,7.517338321,América,Centroamérica y Caribe,
634,QAT,Qatar,1997,TOTAL,10619.0,4.026083621,Asia,Asia Occidental,
826,GBR,Reino Unido de Gran Bretaña e Irlanda del Norte,1997,TOTAL,271029563.0,8.433016665,Europa,Europa Occidental,OCDE
203,CZE,Republica Checa,1997,TOTAL,18767114.0,7.273397492,Europa,Europa Oriental,OCDE
140,CAF,República Centroafricana,1997,TOTAL,92599.0,4.966606297,África,Resto de África,
418,LAO,República Democrática Popular Lao,1997,TOTAL,448.0,2.651278014,Asia,Sudeste Asiático,
180,COD,República Democrática del Congo,1997,TOTAL,344708.0,5.537451363,África,Resto de África,
214,DOM,República Dominicana,1997,TOTAL,2197844.0,6.341996864,América,Centroamérica y Caribe,
408,PRK,República Popular Democrática de Corea,1997,TOTAL,4009908.0,6.603134409,Asia,Asia Oriental,
834,TZA,República Unida de Tanzanía,1997,TOTAL,17502.0,4.24308768,África,Resto de África,
410,KOR,República de Corea,1997,TOTAL,292651645.0,8.46635097,Asia,Asia Oriental,OCDE
498,MDA,República de Moldova,1997,TOTAL,331471.0,5.520445538,Europa,Europa Oriental,
760,SYR,República Árabe Siria,1997,TOTAL,2039859.0,6.309600149,Asia,Asia Occidental,
638,REU,Reunión,1997,TOTAL,4259.0,3.62930764,África,Resto de África,
646,RWA,Ruanda,1997,TOTAL,106809.0,5.028607849,África,Resto de África,
642,ROU,Rumania,1997,TOTAL,12748457.0,7.105457623,Europa,Europa Oriental,
16,ASM,Samoa Americana,1997,TOTAL,22630.0,4.354684554,Oceanía,Oceanía,
666,SPM,San Pedro y Miquelón,1997,TOTAL,21820.0,4.338854746,América,América del Norte,
662,LCA,Santa Lucía,1997,TOTAL,649.0,2.812244697,América,Centroamérica y Caribe,
336,VAT,Santa Sede,1997,TOTAL,83847.0,4.923487528,Europa,Europa Meridional,
686,SEN,Senegal,1997,TOTAL,17411.0,4.240823716,África,Resto de África,
690,SYC,Seychelles,1997,TOTAL,84.0,1.924279286,África,Resto de África,
702,SGP,Singapur,1997,TOTAL,24813450.0,7.394687152,Asia,Sudeste Asiático,
144,LKA,Sri Lanka,1997,TOTAL,4608926.0,6.663599735,Asia,Asia Meridional,
710,ZAF,Sudáfrica,1997,TOTAL,21022398.0,7.322682254,África,Resto de África,BRICS
729,SDN,Sudán,1997,TOTAL,50305.0,4.701611153,África,Norte de África,
752,SWE,Suecia,1997,TOTAL,194438960.0,8.288783289,Europa,Europa Septentrional,OCDE
756,CHE,Suiza,1997,TOTAL,225328186.0,8.35281552,Europa,Europa Occidental,OCDE
764,THA,Tailandia,1997,TOTAL,21988169.0,7.342189066,Asia,Sudeste Asiático,
158,TWN,Taiwán (Provincia de China),1997,TOTAL,150209670.0,8.176697892,Asia,Asia Oriental,
86,IOT,Territorio Británico del Océano Índico,1997,TOTAL,5247.0,3.719911064,Asia,Asia Meridional,
772,TKL,Tokelau,1997,TOTAL,574.0,2.758911892,Oceanía,Oceanía,
776,TON,Tonga,1997,TOTAL,342074.0,5.534120066,Oceanía,Oceanía,
780,TTO,Trinidad y Tobago,1997,TOTAL,40463382.0,7.607062179,América,Centroamérica y Caribe,
795,TKM,Turkmenistán,1997,TOTAL,527.0,2.721810615,Asia,Asia Central,
792,TUR,Turquía,1997,TOTAL,8084906.0,6.907674975,Asia,Asia Occidental,OCDE
798,TUV,Tuvalu,1997,TOTAL,8015.0,3.903903527,Oceanía,Oceanía,
788,TUN,Túnez,1997,TOTAL,229859.0,5.361461513,África,Norte de África,
804,UKR,Ucrania,1997,TOTAL,9803563.0,6.991383944,Europa,Europa Oriental,
858,URY,Uruguay,1997,TOTAL,18200649.0,7.260086874,América,Sudamérica,
548,VUT,Vanuatu,1997,TOTAL,13521.0,4.131008813,Oceanía,Oceanía,
862,VEN,Venezuela (República Bolivariana de),1997,TOTAL,1593022750.0,9.202221978,América,Sudamérica,CAN
704,VNM,Vietnam,1997,TOTAL,4047554.0,6.607192652,Asia,Sudeste Asiático,
887,YEM,Yemen,1997,TOTAL,43142.0,4.634900274,Asia,Asia Occidental,
894,ZMB,Zambia,1997,TOTAL,11566.0,4.063183188,África,Resto de África,
716,ZWE,Zimbabwe,1997,TOTAL,521508.0,5.717260975,África,Resto de África,
4,AFG,Afganistán,1998,TOTAL,62954.0,4.79902333,Asia,Asia Meridional,
8,ALB,Albania,1998,TOTAL,41854.0,4.62173697,Europa,Europa Meridional,
276,DEU,Alemania,1998,TOTAL,779365799.0,8.891741344,Europa,Europa Occidental,OCDE
20,AND,Andorra,1998,TOTAL,17033.0,4.231291146,Europa,Europa Occidental,
24,AGO,Angola,1998,TOTAL,1002.0,3.000867722,África,Resto de África,
28,ATG,Antigua y Barbuda,1998,TOTAL,377366.0,5.576762768,América,Centroamérica y Caribe,
530,,Antillas Holandesas,1998,TOTAL,4897118.0,6.689940569,América,Centroamérica y Caribe,
682,SAU,Arabia Saudita,1998,TOTAL,141093.0,5.149505468,Asia,Asia Occidental,BRICS
12,DZA,Argelia,1998,TOTAL,194023.0,5.287853215,África,Norte de África,
32,ARG,Argentina,1998,TOTAL,222029118.0,8.346409934,América,Sudamérica,
51,ARM,Armenia,1998,TOTAL,18613.0,4.269816377,Asia,Asia Occidental,
533,ABW,Aruba,1998,TOTAL,1415194.0,6.150815979,América,Centroamérica y Caribe,
36,AUS,Australia,1998,TOTAL,19362965.0,7.28697186,Oceanía,Oceanía,OCDE
40,AUT,Austria,1998,TOTAL,27996751.0,7.447107635,Europa,Europa Occidental,OCDE
44,BHS,Bahamas,1998,TOTAL,235684.0,5.3723301,América,Centroamérica y Caribe,
48,BHR,Bahrein,1998,TOTAL,254876.0,5.406328943,Asia,Asia Occidental,
50,BGD,Bangladesh,1998,TOTAL,360545.0,5.556959477,Asia,Asia Meridional,
52,BRB,Barbados,1998,TOTAL,39480.0,4.596377144,América,Centroamérica y Caribe,
112,BLR,Belarús,1998,TOTAL,64479.0,4.809418293,Europa,Europa Oriental,
84,BLZ,Belice,1998,TOTAL,5431.0,3.734879803,América,Centroamérica y Caribe,
204,BEN,Benin,1998,TOTAL,243600.0,5.386677284,África,Resto de África,
60,BMU,Bermuda,1998,TOTAL,282756.0,5.451411829,América,Centroamérica y Caribe,
68,BOL,Bolivia (Estado Plurinacional de),1998,TOTAL,128093709.0,8.107527801,América,Sudamérica,CAN
70,BIH,Bosnia y Herzegovina,1998,TOTAL,119088.0,5.075868002,Europa,Europa Meridional,
72,BWA,Botswana,1998,TOTAL,19588.0,4.291990095,África,Resto de África,
76,BRA,Brasil,1998,TOTAL,470421885.0,8.672487518,América,Sudamérica,BRICS
96,BRN,Brunei Darussalam,1998,TOTAL,11460.0,4.059184618,Asia,Sudeste Asiático,
100,BGR,Bulgaria,1998,TOTAL,3835397.0,6.583810324,Europa,Europa Oriental,
854,BFA,Burkina Faso,1998,TOTAL,28828263.0,7.459818475,África,Resto de África,
64,BTN,Bután,1998,TOTAL,3001.0,3.477265995,Asia,Asia Meridional,
56,BEL,Bélgica,1998,TOTAL,84847952.0,7.928641364,Europa,Europa Occidental,OCDE
116,KHM,Camboya,1998,TOTAL,2718.0,3.434249452,Asia,Sudeste Asiático,
120,CMR,Camerún,1998,TOTAL,84901.0,4.928912806,África,Resto de África,
124,CAN,Canadá,1998,TOTAL,508847020.0,8.706587235,América,América del Norte,OCDE
148,TCD,Chad,1998,TOTAL,6430.0,3.808210973,África,Resto de África,
152,CHL,Chile,1998,TOTAL,224210080.0,8.350655134,América,Sudamérica,OCDE
156,CHN,China,1998,TOTAL,225700591.0,8.353532696,Asia,Asia Oriental,BRICS
196,CYP,Chipre,1998,TOTAL,202158.0,5.305690932,Europa,Europa Meridional,
170,COL,Colombia,1998,TOTAL,4443736.0,6.64774825,América,Sudamérica,OCDE
174,COM,Comoras,1998,TOTAL,41278.0,4.615718647,África,Resto de África,
178,COG,Congo,1998,TOTAL,7927.0,3.899108858,África,Resto de África,
188,CRI,Costa Rica,1998,TOTAL,17021596.0,7.231000279,América,Centroamérica y Caribe,OCDE
384,CIV,Costa de Marfil,1998,TOTAL,446534.0,5.649854533,África,Resto de África,
191,HRV,Croacia,1998,TOTAL,1442423.0,6.159092639,Europa,Europa Meridional,
192,CUB,Cuba,1998,TOTAL,20241693.0,7.306246834,América,Centroamérica y Caribe,
208,DNK,Dinamarca,1998,TOTAL,39287015.0,7.594249033,Europa,Europa Septentrional,OCDE
212,DMA,Dominica,1998,TOTAL,31213.0,4.494335512,América,Centroamérica y Caribe,
218,ECU,Ecuador,1998,TOTAL,308403853.0,8.489119795,América,Sudamérica,CAN
818,EGY,Egipto,1998,TOTAL,1673598.0,6.223651148,África,Norte de África,BRICS
222,SLV,El Salvador,1998,TOTAL,2917712.0,6.465042422,América,Centroamérica y Caribe,
784,ARE,Emiratos Árabes Unidos,1998,TOTAL,323422.0,5.509769558,Asia,Asia Occidental,BRICS
232,ERI,Eritrea,1998,TOTAL,49784.0,4.697089788,África,Resto de África,
703,SVK,Eslovaquia,1998,TOTAL,4160945.0,6.619191975,Europa,Europa Oriental,OCDE
705,SVN,Eslovenia,1998,TOTAL,12118828.0,7.083460622,Europa,Europa Meridional,OCDE
724,ESP,España,1998,TOTAL,449959703.0,8.653173621,Europa,Europa Meridional,OCDE
840,USA,Estados Unidos de América,1998,TOTAL,4682212201.0,9.670451092,América,América del Norte,OCDE
233,EST,Estonia,1998,TOTAL,317424.0,5.50163976,Europa,Europa Septentrional,OCDE
231,ETH,Etiopía,1998,TOTAL,82234.0,4.915051416,África,Resto de África,BRICS
643,RUS,Federación de Rusia,1998,TOTAL,100208914.0,8.000906356,Europa,Europa Oriental,BRICS
242,FJI,Fiji,1998,TOTAL,1120.0,3.049218023,Oceanía,Oceanía,
608,PHL,Filipinas,1998,TOTAL,2914341.0,6.464540366,Asia,Sudeste Asiático,
246,FIN,Finlandia,1998,TOTAL,67165996.0,7.827149459,Europa,Europa Septentrional,OCDE
250,FRA,Francia,1998,TOTAL,465285025.0,8.667719075,Europa,Europa Occidental,OCDE
266,GAB,Gabón,1998,TOTAL,81687.0,4.912152947,África,Resto de África,
270,GMB,Gambia,1998,TOTAL,27618.0,4.441192225,África,Resto de África,
268,GEO,Georgia,1998,TOTAL,8678.0,3.938419646,Asia,Asia Occidental,
288,GHA,Ghana,1998,TOTAL,301088.0,5.478693447,África,Resto de África,
292,GIB,Gibraltar,1998,TOTAL,95405.0,4.979571136,Europa,Europa Meridional,
308,GRD,Granada,1998,TOTAL,74254.0,4.870719854,América,Centroamérica y Caribe,
300,GRC,Grecia,1998,TOTAL,1853404.0,6.267970096,Europa,Europa Meridional,OCDE
304,GRL,Groenlandia,1998,TOTAL,18005.0,4.255393126,Europa,Europa Septentrional,
312,GLP,Guadalupe,1998,TOTAL,615.0,2.788875116,América,Centroamérica y Caribe,
316,GUM,Guam,1998,TOTAL,12906.0,4.110791661,Oceanía,Oceanía,
320,GTM,Guatemala,1998,TOTAL,8710669.0,6.940051511,América,Centroamérica y Caribe,
254,GUF,Guayana Francesa,1998,TOTAL,220.0,2.342422681,América,Sudamérica,
324,GIN,Guinea,1998,TOTAL,99835.0,4.999282822,África,Resto de África,
328,GUY,Guyana,1998,TOTAL,1460825.0,6.164598193,América,Sudamérica,
332,HTI,Haití,1998,TOTAL,21050.0,4.3232521,América,Centroamérica y Caribe,
340,HND,Honduras,1998,TOTAL,1985826.0,6.297941193,América,Centroamérica y Caribe,
344,HKG,Hong Kong,1998,TOTAL,43023628.0,7.63370703,Asia,Asia Oriental,
348,HUN,Hungría,1998,TOTAL,3038055.0,6.482595632,Europa,Europa Oriental,OCDE
356,IND,India,1998,TOTAL,54937826.0,7.73987147,Asia,Asia Meridional,BRICS
360,IDN,Indonesia,1998,TOTAL,35579647.0,7.551201635,Asia,Sudeste Asiático,BRICS
368,IRQ,Iraq,1998,TOTAL,22138.0,4.345138383,Asia,Asia Occidental,
372,IRL,Irlanda,1998,TOTAL,32345603.0,7.509815252,Europa,Europa Occidental,OCDE
364,IRN,Irán (República Islámica del),1998,TOTAL,1326683.0,6.122767164,Asia,Asia Occidental,BRICS
352,ISL,Islandia,1998,TOTAL,231356.0,5.364280767,Europa,Europa Septentrional,OCDE
136,CYM,Islas Caimán,1998,TOTAL,2362112.0,6.373300486,América,Centroamérica y Caribe,
166,CCK,Islas Cocos (Keeling),1998,TOTAL,2592.0,3.413634997,Oceanía,Oceanía,
234,FRO,Islas Feroe,1998,TOTAL,8409.0,3.924744352,Europa,Europa Septentrional,
580,MNP,Islas Marianas Septentrionales,1998,TOTAL,1941.0,3.288025535,Oceanía,Oceanía,
90,SLB,Islas Salomón,1998,TOTAL,4485033.0,6.651765643,Oceanía,Oceanía,
796,TCA,Islas Turcas y Caicos,1998,TOTAL,940.0,2.973127854,América,Centroamérica y Caribe,
92,VGB,Islas Vírgenes Británicas,1998,TOTAL,15680.0,4.195346058,América,Centroamérica y Caribe,
850,VIR,Islas Vírgenes de los Estados Unidos,1998,TOTAL,276379.0,5.441505041,América,Centroamérica y Caribe,
876,WLF,Islas Wallis y Futuna,1998,TOTAL,106.0,2.025305865,Oceanía,Oceanía,
376,ISR,Israel,1998,TOTAL,89227167.0,7.950497104,Asia,Asia Occidental,OCDE
380,ITA,Italia,1998,TOTAL,396083666.0,8.597786933,Europa,Europa Meridional,OCDE
388,JAM,Jamaica,1998,TOTAL,2617647.0,6.41791108,América,Centroamérica y Caribe,
392,JPN,Japón,1998,TOTAL,989523225.0,8.995425992,Asia,Asia Oriental,OCDE
400,JOR,Jordania,1998,TOTAL,393.0,2.59439255,Asia,Asia Occidental,
398,KAZ,Kazajstán,1998,TOTAL,13171137.0,7.119623267,Asia,Asia Central,
404,KEN,Kenya,1998,TOTAL,67251.0,4.827698747,África,Resto de África,
417,KGZ,Kirguistán,1998,TOTAL,82893.0,4.918517858,Asia,Asia Central,
414,KWT,Kuwait,1998,TOTAL,72448.0,4.860026401,Asia,Asia Occidental,
426,LSO,Lesotho,1998,TOTAL,2416.0,3.38309693,África,Resto de África,
428,LVA,Letonia,1998,TOTAL,31961.0,4.504620359,Europa,Europa Septentrional,OCDE
430,LBR,Liberia,1998,TOTAL,506800.0,5.704836606,África,Resto de África,
438,LIE,Liechtenstein,1998,TOTAL,167241.0,5.223342756,Europa,Europa Occidental,
440,LTU,Lituania,1998,TOTAL,216059.0,5.334572362,Europa,Europa Septentrional,OCDE
442,LUX,Luxemburgo,1998,TOTAL,2661366.0,6.425104604,Europa,Europa Occidental,OCDE
422,LBN,Líbano,1998,TOTAL,2110.0,3.324282455,Asia,Asia Occidental,
446,MAC,Macao,1998,TOTAL,87431.0,4.941665446,Asia,Asia Oriental,
807,MKD,Macedonia del Norte,1998,TOTAL,4168.0,3.61992771,Europa,Europa Meridional,
450,MDG,Madagascar,1998,TOTAL,92649.0,4.966840736,África,Resto de África,
458,MYS,Malasia,1998,TOTAL,23318166.0,7.36769439,Asia,Sudeste Asiático,
470,MLT,Malta,1998,TOTAL,518852.0,5.715043495,Europa,Europa Meridional,
504,MAR,Marruecos,1998,TOTAL,1135784.0,6.055295746,África,Norte de África,
474,MTQ,Martinica,1998,TOTAL,577.0,2.761175813,América,Centroamérica y Caribe,
480,MUS,Mauricio,1998,TOTAL,183023.0,5.26250567,África,Resto de África,
478,MRT,Mauritania,1998,TOTAL,2730.0,3.436162647,África,Resto de África,
496,MNG,Mongolia,1998,TOTAL,8147.0,3.910997716,Asia,Asia Oriental,
500,MSR,Montserrat,1998,TOTAL,22171.0,4.345785282,América,Centroamérica y Caribe,
104,MMR,Myanmar,1998,TOTAL,62919.0,4.798781812,Asia,Sudeste Asiático,
484,MEX,México,1998,TOTAL,631287158.0,8.800226955,América,América del Norte,OCDE
492,MCO,Mónaco,1998,TOTAL,115554.0,5.062784984,Europa,Europa Occidental,
524,NPL,Nepal,1998,TOTAL,2039.0,3.309417226,Asia,Asia Meridional,
558,NIC,Nicaragua,1998,TOTAL,548383.0,5.739083983,América,Centroamérica y Caribe,
566,NGA,Nigeria,1998,TOTAL,82889.0,4.9184969,África,Resto de África,
570,NIU,Niue,1998,TOTAL,1250.0,3.096910013,Oceanía,Oceanía,
578,NOR,Noruega,1998,TOTAL,40562648.0,7.608126299,Europa,Europa Septentrional,OCDE
554,NZL,Nueva Zelanda,1998,TOTAL,20344444.0,7.308445825,Oceanía,Oceanía,OCDE
512,OMN,Omán,1998,TOTAL,130.0,2.113943352,Asia,Asia Occidental,
586,PAK,Pakistán,1998,TOTAL,9266019.0,6.966893186,Asia,Asia Meridional,
591,PAN,Panamá,1998,TOTAL,26385831.0,7.421370776,América,Centroamérica y Caribe,
598,PNG,Papúa Nueva Guinea,1998,TOTAL,12174.0,4.085433297,Oceanía,Oceanía,
600,PRY,Paraguay,1998,TOTAL,7458581.0,6.872656211,América,Sudamérica,
528,NLD,Países Bajos,1998,TOTAL,112015689.0,8.049278855,Europa,Europa Occidental,OCDE
604,PER,Perú,1998,TOTAL,149438936.0,8.174463767,América,Sudamérica,Alianza del Pacífico
612,PCN,Pitcairn,1998,TOTAL,942.0,2.974050903,Oceanía,Oceanía,
258,PYF,Polinesia Francesa,1998,TOTAL,90046.0,4.954464425,Oceanía,Oceanía,
616,POL,Polonia,1998,TOTAL,10819199.0,7.034195109,Europa,Europa Oriental,OCDE
620,PRT,Portugal,1998,TOTAL,8292784.0,6.918700354,Europa,Europa Meridional,OCDE
630,PRI,Puerto Rico,1998,TOTAL,39031524.0,7.591415509,América,Centroamérica y Caribe,
634,QAT,Qatar,1998,TOTAL,201031.0,5.303263033,Asia,Asia Occidental,
826,GBR,Reino Unido de Gran Bretaña e Irlanda del Norte,1998,TOTAL,331613503.0,8.520632206,Europa,Europa Occidental,OCDE
203,CZE,Republica Checa,1998,TOTAL,20406078.0,7.309759542,Europa,Europa Oriental,OCDE
140,CAF,República Centroafricana,1998,TOTAL,20857.0,4.319251841,África,Resto de África,
418,LAO,República Democrática Popular Lao,1998,TOTAL,745.0,2.872156273,Asia,Sudeste Asiático,
180,COD,República Democrática del Congo,1998,TOTAL,454355.0,5.657395312,África,Resto de África,
214,DOM,República Dominicana,1998,TOTAL,1976385.0,6.295871549,América,Centroamérica y Caribe,
408,PRK,República Popular Democrática de Corea,1998,TOTAL,3881468.0,6.58899601,Asia,Asia Oriental,
834,TZA,República Unida de Tanzanía,1998,TOTAL,232041.0,5.365564728,África,Resto de África,
410,KOR,República de Corea,1998,TOTAL,300245324.0,8.477476252,Asia,Asia Oriental,OCDE
498,MDA,República de Moldova,1998,TOTAL,44962.0,4.652845621,Europa,Europa Oriental,
760,SYR,República Árabe Siria,1998,TOTAL,1079709.0,6.033306721,Asia,Asia Occidental,
638,REU,Reunión,1998,TOTAL,10625.0,4.026328939,África,Resto de África,
642,ROU,Rumania,1998,TOTAL,12345984.0,7.09152571,Europa,Europa Oriental,
686,SEN,Senegal,1998,TOTAL,82045.0,4.914052119,África,Resto de África,
702,SGP,Singapur,1998,TOTAL,23027916.0,7.362254637,Asia,Sudeste Asiático,
706,SOM,Somalia,1998,TOTAL,1808.0,3.257198426,África,Resto de África,
144,LKA,Sri Lanka,1998,TOTAL,4921695.0,6.692114697,Asia,Asia Meridional,
710,ZAF,Sudáfrica,1998,TOTAL,33999004.0,7.531466195,África,Resto de África,BRICS
729,SDN,Sudán,1998,TOTAL,46058.0,4.663305075,África,Norte de África,
752,SWE,Suecia,1998,TOTAL,164650150.0,8.216562131,Europa,Europa Septentrional,OCDE
756,CHE,Suiza,1998,TOTAL,184724556.0,8.266524631,Europa,Europa Occidental,OCDE
764,THA,Tailandia,1998,TOTAL,25157798.0,7.400672626,Asia,Sudeste Asiático,
158,TWN,Taiwán (Provincia de China),1998,TOTAL,129065160.0,8.110809024,Asia,Asia Oriental,
86,IOT,Territorio Británico del Océano Índico,1998,TOTAL,321954.0,5.507793825,Asia,Asia Meridional,
780,TTO,Trinidad y Tobago,1998,TOTAL,26066664.0,7.416085454,América,Centroamérica y Caribe,
795,TKM,Turkmenistán,1998,TOTAL,8151.0,3.911210893,Asia,Asia Central,
792,TUR,Turquía,1998,TOTAL,10524174.0,7.02218802,Asia,Asia Occidental,OCDE
788,TUN,Túnez,1998,TOTAL,252781.0,5.402744428,África,Norte de África,
804,UKR,Ucrania,1998,TOTAL,16503116.0,7.217565952,Europa,Europa Oriental,
